name,morningstar_category,risk,std_dev,sharpe_ratio_3_yr,beta,r2
MFS New York Municipal Bond Fund Class C (MCNYX),Muni New York Long,3,5.22,0.60,1.25,0.93
Putnam New Jersey Tax Exempt Income Fund Class C (PNJCX),Muni New Jersey,3,4.90,0.64,1.18,0.94
Touchstone Impact Bond Fund Class C (TCPCX),Intermediate Core Bond,3,4.16,0.75,1.11,0.86
Barings Global Floating Rate Fund Class A (BXFAX),Bank Loan,4,10.07,0.31,1.15,0.99
BrandywineGLOBAL - Global Unconstrained Bond Fund Class I (LROIX),Nontraditional Bond,3,7.08,0.44,-2.29,0.01
Eagle MLP Strategy Fund Class I Shares (EGLIX),Energy Limited Partnership,8,37.53,0.08,0.77,0.95
Morgan Stanley U.S. Government Securities Trust Class A (USGAX),Intermediate Core Bond,3,3.12,1.00,0.75,0.63
Sterling Capital Quality Income Fund Institutional Shares (SCSPX),Intermediate Core Bond,3,2.30,1.36,0.86,0.53
Deer Park Total Return Credit Fund Class I (DPFNX),High Yield Bond,5,10.19,0.30,0.62,0.04
Eaton Vance North Carolina Municipal Income Fund Class A (ETNCX),Muni Single State Interm,3,3.73,0.83,0.92,0.99
Franklin Alabama Tax Free Income Fund Class C (FALEX),Muni Single State Long,3,3.28,0.95,0.78,0.93
Franklin New York Tax Free Income Fund Class C (FNYIX),Muni New York Long,3,4.77,0.65,1.12,0.98
Gotham Total Return Fund Institutional Class (GTRFX),Long-Short Equity,4,13.30,0.23,,
PGIM California Muni Income Fund-Class Z (PCIZX),Muni California Intermediate,3,4.37,0.71,,
Thrivent Opportunity Income Plus Fund Class S (IIINX),Multisector Bond,4,5.79,0.54,-0.51,0.03
American Funds Intermediate Bond Fund of America® Class F-1 (IBFFX),Short-Term Bond,2,1.81,1.72,0.85,0.87
BlackRock New Jersey Municipal Bond Fund Investor C Shares (MFNJX),Muni New Jersey,3,5.75,0.54,1.34,0.89
Brown Advisory Intermediate Income Fund Investor Shares (BIAIX),Short-Term Bond,2,4.00,0.77,1.23,0.44
Eaton Vance California Municipal Opportunities Fund Class C (ECCAX),Muni California Intermediate,3,4.39,0.71,1.08,0.98
First Eagle High Income Fund Class C (FEHCX),High Yield Bond,5,8.13,0.38,0.84,0.92
JPMorgan Sustainable Municipal Income Fund Class A (OTBAX),Muni National Interm,3,3.26,0.95,0.98,0.98
JPMorgan Tax Aware Real Return Fund Class C (TXRCX),Muni National Interm,3,6.25,0.50,1.42,0.56
JPMorgan Unconstrained Debt Fund Class I Shares (JSISX),Nontraditional Bond,3,3.79,0.82,0.32,0.09
Matthews Asia Credit Opportunities Fund Investor Class Shares (MCRDX),Emerging Markets Bond,5,9.64,0.32,,
MFS Managed Wealth Fund Class I (MNWIX),Long-Short Equity,4,2.63,1.18,,
Neuberger Berman Municipal Impact Fund Class A Shares (NIMAX),Muni National Interm,3,3.25,0.96,0.79,0.96
Neuberger Berman Municipal Intermediate Bond Fund Class A (NMNAX),Muni National Interm,3,4.37,0.71,1.13,0.89
Nuveen Oregon Intermediate Municipal Bond Fund Class A (FOTAX),Muni Single State Interm,3,3.56,0.87,,
PGIM Short-Term Corporate Bond Fund- Class Z (PIFZX),Short-Term Bond,2,4.12,0.75,1.47,0.95
SEI Institutional Managed Trust Multi-Asset Inflation Managed Fund Class F (SIFAX),Allocation--15% to 30% Equity,4,6.04,0.51,,
The Merger Fund® Class A (MERFX),Event Driven,4,3.24,0.96,-0.95,0.01
American Funds Intermediate Bond Fund of America® Class A (AIBAX),Short-Term Bond,2,1.80,1.71,0.85,0.87
American Funds Tax-Exempt Bond Fund® Class C (TEBCX),Muni National Interm,3,4.19,0.74,1.02,0.97
BlackRock Strategic Income Opportunities Portfolio Investor C Shares (BSICX),Nontraditional Bond,3,4.98,0.62,-5.28,0.13
City National Rochdale Intermediate Fixed Income Fund Class N (RIMCX),Intermediate Core-Plus Bond,3,3.50,0.88,1.20,0.68
Cohen & Steers Low Duration Pref & Inc C (LPXCX),Preferred Stock,4,7.16,0.43,2.62,0.80
Conductor Global Equity Value Fund Class I (RAILX),World Small/Mid Stock,7,17.56,0.18,,
Loomis Sayles Intermediate Municipal Bond Fund Class Y (MIMYX),Muni National Interm,3,3.61,0.86,0.88,0.98
PIMCO National Intermediate Municipal Bond Fund Class A (PMNTX),Muni National Interm,3,3.80,0.81,,
Wells Fargo Minnesota Tax-Free Fund Institutional Class (WMTIX),Muni Minnesota,3,3.33,0.93,0.82,0.99
Western Asset Mortgage Total Return Fund Class I (SGSYX),Intermediate Core-Plus Bond,3,3.56,0.87,0.46,0.06
American Century California Intermediate-Term Tax-Free Bond Fund Investor Class (BCITX),Muni California Intermediate,3,3.99,0.77,,
American Century Short Duration Inflation Protection Bond Fund C Class (APOCX),Inflation-Protected Bond,4,2.64,1.17,,
BlackRock Global Long/Short Credit Fund Institutional Shares (BGCIX),Nontraditional Bond,3,5.36,0.57,-6.86,0.18
BrandywineGLOBAL - Alternative Credit Fund Class I (LMANX),Nontraditional Bond,3,10.13,0.30,-5.39,0.03
Dupree Mutual Fund Mississippi Tax-Free Income Fund (DUMSX),Muni Single State Interm,3,3.10,0.99,0.75,0.95
Fidelity® Mortgage Securities Fund (FMSFX),Intermediate Core Bond,3,1.88,1.64,0.93,0.94
John Hancock ESG Core Bond Fund Class I (JBOIX),Intermediate Core Bond,3,2.48,1.25,1.02,0.99
Metropolitan West Unconstrained Bond Fund Class I (MWCIX),Nontraditional Bond,3,4.75,0.65,2.02,0.02
Catalyst/CIFC Floating Rate Income Fund Class A (CFRAX),Bank Loan,4,7.68,0.40,1.05,0.94
American Century Short Duration Strategic Income Fund Investor Class (ASDVX),Short-Term Bond,2,3.34,0.92,0.51,0.02
American Funds Capital World Bond Fund® Class C (CWBCX),World Bond,4,5.28,0.58,1.11,0.91
Federated Hermes Ohio Municipal Income Fund Class F Shares (OMIFX),Muni Ohio,3,3.59,0.85,,
Nuveen New York Municipal Bond Fund Class C (NAJPX),Muni New York Long,3,5.32,0.57,,
DWS ESG Global Bond Fund - Class A (SZGAX),World Bond-USD Hedged,4,4.47,0.68,1.31,0.87
DWS Managed Municipal Bond Fund - Class C (SMLCX),Muni National Long,3,5.32,0.57,1.28,0.94
USAA Government Securities Fund (USGNX),Intermediate Government,3,2.16,1.41,,
Wells Fargo Intermediate Tax/AMT-Free Fund - Class A (WFTAX),Muni National Interm,3,3.52,0.87,1.05,0.97
AB Municipal Income Fund II Massachusetts Portfolio Class C (AMACX),Muni Massachusetts,3,4.15,0.73,1.00,0.94
Franklin Louisiana Tax Free Income Fund Class C (FLAIX),Muni Single State Long,3,3.51,0.86,0.83,0.90
Franklin Strategic Income Fund Class A (FRSTX),Multisector Bond,4,7.20,0.42,0.61,0.09
Hartford Schroders Tax-Aware Bond Fund Class C (HFKCX),Intermediate Core Bond,3,2.92,1.04,0.65,0.81
Nuveen Georgia Municipal Bond Fund Class C (FGCCX),Muni Single State Long,3,4.33,0.70,,
PIMCO International Bond Fund (Unhedged) Class I-3 (PFUNX),World Bond,4,7.98,0.38,1.20,0.78
Putnam New York Tax Exempt Income Fund Class C (PNNCX),Muni New York Long,3,4.97,0.61,1.21,0.95
U.S. Global Investors China Region Fund Investor Class (USCOX),China Region,8,19.01,0.16,,
Wells Fargo Minnesota Tax-Free Fund - Class Admin (NWMIX),Muni Minnesota,3,3.33,0.91,0.82,0.99
Invesco Short Duration High Yield Municipal Fund Class A (ISHAX),High Yield Muni,4,6.62,0.46,,
Nuveen Kentucky Municipal Bond Fund Class C (FKCCX),Muni Single State Long,3,4.04,0.75,,
Nuveen Massachusetts Municipal Bond Fund Class C (NAAGX),Muni Massachusetts,3,4.82,0.63,,
Wells Fargo Wisconsin Tax-Free Fund - Class A (WWTFX),Muni Single State Interm,3,2.63,1.15,0.65,0.98
AB Municipal Income Fund New York Portfolio Class C (ANYCX),Muni New York Intermediate,3,5.18,0.58,1.20,0.87
ALPS/Smith Short Duration Bond Fund Class I (SMDSX),Short-Term Bond,2,2.03,1.49,0.98,0.24
BNY Mellon AMT-Free Municipal Bond Fund - Class C (DMUCX),Muni National Interm,3,4.44,0.68,1.09,0.97
Boyd Watterson Limited Duration Enhanced Income Fund Class I (BWDIX),Multisector Bond,4,4.72,0.64,0.46,0.01
Dupree Mutual Fund Tennessee Tax-Free Income Fund (TNTIX),Muni Single State Interm,3,3.16,0.95,0.77,0.96
Eaton Vance AMT-Free Municipal Income Fund Class C (ECMBX),Muni National Long,3,4.57,0.66,1.10,0.94
JPMorgan Short Duration Core Plus Fund Class I (JSDSX),Short-Term Bond,2,3.02,1.00,0.90,0.20
Vanguard Short-Term Corporate Bond Index Fund Admiral Shares (VSCSX),Short-Term Bond,2,3.37,0.90,1.02,1.00
Wilmington Municipal Bond Fund Class Institutional (WTAIX),Muni National Interm,3,4.55,0.66,,
Calvert Short Duration Income Fund Class I (CDSIX),Short-Term Bond,2,3.98,0.76,1.26,0.76
Eaton Vance Massachusetts Municipal Income Fund Class A (ETMAX),Muni Massachusetts,3,3.89,0.77,0.96,0.98
Nuveen Ohio Municipal Bond Fund Class C (FAFMX),Muni Ohio,3,3.75,0.80,,
American Funds Tax-Exempt Fund of California® Class C (TECCX),Muni California Long,3,4.25,0.71,1.03,0.97
American Funds Tax-Exempt Fund of New York® Class C (NYACX),Muni New York Long,3,4.89,0.61,1.14,0.97
Columbia Limited Duration Credit Fund Class A (ALDAX),Short-Term Bond,2,4.37,0.68,1.30,0.97
Eaton Vance Connecticut Municipal Income Fund Class A (ETCTX),Muni Single State Interm,3,3.41,0.88,0.84,0.98
Hotchkis & Wiley High Yield Fund Class C (HWHCX),High Yield Bond,5,11.27,0.27,1.24,0.93
Johnson Municipal Income Fund (JMUNX),Muni Ohio,3,3.50,0.86,0.83,0.92
JPMorgan Mortgage Backed Securities Fund Class C (OBBCX),Intermediate Core Bond,3,2.35,1.27,0.72,0.36
Nuveen Virginia Municipal Bond Fund Class C (FVCCX),Muni Single State Long,3,4.56,0.66,,
T. Rowe Price Emerging Markets Local Currency Bond Fund (PRELX),Emerging-Markets Local-Currency Bond,5,12.54,0.24,1.09,0.99
AB Limited Duration High Income Portfolio Class C (ALHCX),Multisector Bond,4,10.01,0.30,,
AB Municipal Income Fund II Virginia Portfolio Class C (AVACX),Muni Single State Interm,3,4.32,0.69,1.04,0.94
DDJ Opportunistic High Yield Fund Institutional Class (DDJIX),High Yield Bond,5,10.63,0.28,1.07,0.90
DoubleLine Total Return Bond Fund Class I (DBLTX),Intermediate Core-Plus Bond,3,3.54,0.84,0.78,0.59
Guggenheim Municipal Income Fund Class C (GIJCX),Muni National Long,3,4.59,0.65,1.11,0.95
Nuveen Missouri Municipal Bond Fund Class C (FAFPX),Muni Single State Long,3,3.88,0.77,,
BlackRock GNMA Portfolio Institutional Shares (BGNIX),Intermediate Government,3,1.77,1.69,0.81,0.82
Goldman Sachs Long Short Credit Strategies Fund Class A (GSAUX),Nontraditional Bond,3,6.50,0.46,,
Invesco Quality Income Fund Class A (VKMGX),Intermediate Government,3,2.19,1.36,0.74,0.44
Madison Tax-Free National Fund Class Y (GTFHX),Muni National Interm,3,3.14,0.95,,
Nuveen Minnesota Intermediate Municipal Bond Fund Class A (FAMAX),Muni Minnesota,3,3.48,0.86,,
Parametric TABS 1-to-10 Year Laddered Municipal Bond Fund Class I (EILBX),Muni National Short,2,2.83,1.05,,
Thornburg Intermediate Municipal Fund Class I (THMIX),Muni National Interm,3,3.52,0.85,,
Thornburg Limited Term Income Fund Class C (THICX),Short-Term Bond,2,2.95,1.01,0.94,0.59
AB Municipal Income Fund California Portfolio Class C (ACACX),Muni California Intermediate,3,5.01,0.59,1.18,0.90
BNY Mellon Pennsylvania Fund Class C (PPACX),Muni Pennsylvania,3,4.27,0.69,1.03,0.95
Columbia New York Intermediate Municipal Bond Fund Class A (LNYAX),Muni New York Intermediate,3,3.85,0.77,,
Franklin Mutual Quest Fund Class A (TEQIX),World Allocation,5,15.52,0.19,0.80,0.85
Invesco Multi-Asset Income Fund Class C (PICFX),Allocation--30% to 50% Equity,4,11.45,0.26,0.59,0.03
Neuberger Berman Emerging Markets Debt Fund Class C (NERCX),Emerging Markets Bond,5,11.99,0.25,,
Fidelity® Floating Rate High Income Fund (FFRHX),Bank Loan,4,8.47,0.35,0.92,0.99
Goldman Sachs U.S. Mortgages Fund Class A Shares (GSUAX),Intermediate Government,3,2.02,1.46,,
JPMorgan Emerging Markets Strategic Debt Fund Class C (JECCX),Emerging Markets Bond,5,11.64,0.25,1.08,0.99
MFS Managed Wealth Fund Class A (MNWAX),Long-Short Equity,4,2.58,1.15,,
AB Municipal Income Fund II Ohio Portfolio Class C (AOHCX),Muni Ohio,3,4.48,0.66,1.07,0.92
BlackRock New York Municipal Opportunities Fund Institutional Shares (MANKX),Muni New York Intermediate,3,6.16,0.48,1.33,0.76
Columbia Connecticut Intermediate Municipal Bond Fund Class A (LCTAX),Muni Single State Interm,3,3.41,0.87,,
Nuveen North Carolina Municipal Bond Fund Class C (FDCCX),Muni Single State Long,3,4.28,0.69,,
Aquila Narragansett Tax-Free Income Fund Class A (NITFX),Muni Single State Interm,3,2.75,1.07,,
Boston Partners Global Long/Short Fund Institutional Class (BGLSX),Long-Short Equity,4,12.42,0.24,0.56,0.66
DoubleLine Flexible Income Fund Class N (DLINX),Nontraditional Bond,3,8.83,0.33,4.00,0.56
Franklin Arizona Tax Free Income Fund Class C (FAZIX),Muni Single State Long,3,4.16,0.71,1.02,0.98
Franklin Ohio Tax-Free Income Fund Class C (FOITX),Muni Ohio,3,3.43,0.86,0.82,0.94
Kansas Municipal Fund Class I (KSITX),Muni Single State Interm,3,3.28,0.90,0.78,0.92
Morgan Stanley Mortgage Securities Trust Class A (MTGAX),Intermediate Core-Plus Bond,3,5.78,0.51,-0.03,0.00
Rational Tactical Return Fund Class C (HRSFX),Options Trading,8,1.49,1.98,0.03,0.12
Schwab California Tax-Free Bond Fund™ (SWCAX),Muni California Intermediate,3,3.59,0.82,0.97,0.96
Commerce Missouri Tax Free Intermediate Bond Fund (CFMOX),Muni Single State Interm,3,2.72,1.08,,
Eaton Vance South Carolina Municipal Income Fund Class A (EASCX),Muni Single State Interm,3,3.00,0.97,0.73,0.97
Nuveen Floating Rate Income Fund Class A (NFRAX),Bank Loan,4,7.94,0.37,0.89,0.97
Oklahoma Municipal Fund Class I (OKMIX),Muni Single State Interm,3,3.52,0.83,0.84,0.92
Parametric TABS 5-to-15 Year Laddered Municipal Bond Fund Class C (ECLTX),Muni National Interm,3,3.87,0.76,0.94,0.98
BlackRock California Municipal Opportunities Fund Institutional shares (MACMX),Muni California Intermediate,3,5.43,0.54,1.17,0.76
Donoghue Forlines Dividend Fund Class I (PWDIX),Tactical Allocation,6,16.53,0.18,,
Hartford Municipal Opportunities Fund Class C (HHMCX),Muni National Interm,3,4.34,0.67,1.26,0.92
John Hancock Government Income Fund Class A (JHGIX),Intermediate Government,3,4.20,0.70,0.95,0.99
PIMCO Low Duration Income Fund Class A (PFIAX),Short-Term Bond,2,4.66,0.63,-0.57,0.02
BNY Mellon Global Fixed Income Fund - Class C (DHGCX),World Bond-USD Hedged,4,4.42,0.66,1.16,0.70
Franklin Colorado Tax Free Income Fund Class C (FCOIX),Muni Single State Long,3,3.98,0.73,0.98,0.98
Franklin Minnesota Tax-Free Income Fund Class C (FMNIX),Muni Minnesota,3,3.88,0.75,0.94,0.95
Sterling Capital South Carolina Intermediate Tax Free Fund Institutional Shares (BSCIX),Muni Single State Interm,3,3.06,0.95,,
The Arbitrage Fund Class A (ARGAX),Event Driven,4,3.37,0.86,-2.87,0.08
AlphaCentric Income Opportunities Fund Class A (IOFAX),Multisector Bond,4,23.79,0.12,1.38,0.04
BNY Mellon New York AMT-Free Municipal Bond Fund Class C (PNYCX),Muni New York Intermediate,3,4.55,0.64,1.10,0.95
Federated Hermes Michigan Intermediate Municipal Fund Institutional Shares (MMFIX),Muni Single State Interm,3,3.12,0.93,,
John Hancock Funds Floating Rate Income Fund Class A (JFIAX),Bank Loan,4,9.13,0.32,1.04,1.00
Aquila Tax-Free Trust of Arizona Class A (AZTFX),Muni Single State Interm,3,3.07,0.94,,
Eagle MLP Strategy Fund Class A Shares (EGLAX),Energy Limited Partnership,8,37.44,0.08,0.77,0.95
Federated Hermes Global Total Return Bond Fund Institutional Shares (FGTBX),World Bond,4,5.29,0.55,1.10,0.88
Goldman Sachs Government Income Fund Class A (GSGOX),Intermediate Government,3,3.10,0.93,0.92,0.96
Neuberger Berman Absolute Return Multi-Manager Fund Institutional Class (NABIX),Multistrategy,4,4.83,0.60,0.20,0.60
Nuveen Michigan Municipal Bond Fund Class C (FAFNX),Muni Single State Long,3,3.88,0.74,,
Shenkman Capital Short Duration High Income Fund Institutional Class (SCFIX),High Yield Bond,5,3.90,0.74,-3.98,0.12
Yorktown Multi-Sector Bond Fund Class Institutional (APIIX),Multisector Bond,4,11.88,0.24,0.37,0.01
Blackrock Strategic Municipal Opp Fd Of Blackrock Muni Series Tr Institutional Shares (MAMTX),Muni National Interm,3,6.84,0.42,1.44,0.72
Calamos Market Neutral Income Fund Class C (CVSCX),Relative Value Arbitrage,4,3.50,0.82,0.14,0.03
PIMCO Mortgage Opportunities and Bond Fund Class I-3 (PMZNX),Nontraditional Bond,3,3.46,0.83,,
The Arbitrage Fund Class R (ARBFX),Event Driven,4,3.31,0.87,-2.80,0.08
Thornburg Strategic Municipal Income Fund Class I (TSSIX),Muni National Interm,3,3.82,0.76,0.90,0.94
Aberdeen Intermediate Municipal Income Fund Institutional Class (ABEIX),Muni National Interm,3,4.25,0.66,,
American Century Global Bond Fund A Class (AGBAX),World Bond-USD Hedged,4,4.55,0.63,1.19,0.70
Commerce Kansas Tax Free Intermediate Bond Fund (KTXIX),Muni Single State Interm,3,2.83,1.01,,
Nuveen Kansas Municipal Bond Fund Class A (FKSTX),Muni Single State Long,3,4.43,0.65,,
AB Global Bond Fund Class A (ANAGX),World Bond-USD Hedged,4,4.61,0.62,1.17,0.65
Baird Quality Intermediate Municipal Bond Fund Class Institutional (BMBIX),Muni National Interm,3,2.74,1.04,,
Federated Hermes Government Income Securities Fund Institutional Shares (GISIX),Intermediate Government,3,2.71,1.05,,
Neuberger Berman Floating Rate Income Fund Class A (NFIAX),Bank Loan,4,9.36,0.31,1.06,0.99
Payden Emerging Markets Local Bond Fund Investor Class (PYELX),Emerging-Markets Local-Currency Bond,5,12.63,0.23,1.09,0.99
Sterling Capital West Virginia Intermediate Tax-Free Fund Institutional Class (OWVAX),Muni Single State Interm,3,3.12,0.92,,
Brandes Emerging Markets Value Fund Class I (BEMIX),Diversified Emerging Mkts,8,22.29,0.13,1.08,0.80
Columbia Oregon Intermediate Municipal Bond Fund Class A (COEAX),Muni Single State Interm,3,3.02,0.94,,
Conductor Global Equity Value Fund Class A (RAALX),World Small/Mid Stock,7,17.58,0.16,,
Deer Park Total Return Credit Fund Class A (DPFAX),High Yield Bond,5,10.22,0.28,0.63,0.05
Gotham Total Return Fund Investor Class (GTRNX),Long-Short Equity,4,13.31,0.21,,
Wells Fargo Short-Term Bond Plus Fund - Class Inst (SSHIX),Short-Term Bond,2,2.31,1.23,0.87,0.15
Brown Advisory Intermediate Income Advisor Shares (BAIAX),Short-Term Bond,2,4.00,0.71,1.22,0.44
JPMorgan New York Tax Free Bond Fund Class I (JNYIX),Muni New York Intermediate,3,3.68,0.77,,
Loomis Sayles Intermediate Municipal Bond Fund Class A (MIMAX),Muni National Interm,3,3.63,0.78,0.89,0.97
Nuveen Minnesota Municipal Bond Fund Class C (NTCCX),Muni Minnesota,3,4.39,0.65,,
PGIM California Muni Income Fund-Class A (PBCAX),Muni California Intermediate,3,4.36,0.65,,
Schwab Opportunistic Municipal Bond Fund (SWHYX),High Yield Muni,4,7.48,0.38,1.66,0.80
Thrivent Opportunity Income Plus Fund Class A (AAINX),Multisector Bond,4,5.79,0.49,-0.51,0.03
AB All Market Income Portfolio Class C (MRKCX),Allocation--30% to 50% Equity,4,13.84,0.20,0.68,0.74
Franklin Maryland Tax Free Income Fund Class A (FQMDX),Muni Single State Long,3,3.69,0.77,0.89,0.94
FundX Flexible Income Fund (INCMX),Multisector Bond,4,5.26,0.54,0.53,0.12
PGIM Government Income Fund- Class Z (PGVZX),Intermediate Government,3,3.26,0.87,0.71,0.91
PIMCO New York Municipal Bond Fund Class C (PBFCX),Muni New York Intermediate,3,4.15,0.68,0.96,0.96
Putnam Massachusetts Tax Exempt Income Fund Class C (PMMCX),Muni Massachusetts,3,4.09,0.69,1.00,0.98
Sierra Tactical Core Income Fund Class C (SSICX),Nontraditional Bond,3,3.77,0.75,0.49,0.20
USAA Government Securities Fund Class A (UAGNX),Intermediate Government,3,2.12,1.33,,
Western Asset Mortgage Total Return Fund Class A (SGVAX),Intermediate Core-Plus Bond,3,3.59,0.79,0.48,0.07
Wilmington New York Municipal Bond Fund Institutional Class (WNYIX),Muni New York Intermediate,3,3.98,0.71,,
Centerstone International Fund Class I (CINTX),Foreign Large Blend,6,19.68,0.14,1.12,0.93
Eaton Vance Multi-Asset Credit Fund Class C (ECAMX),High Yield Bond,5,8.91,0.32,1.00,0.97
Franklin North Carolina Tax-Free Income Fund Class A (FQNCX),Muni Single State Long,3,3.41,0.83,0.83,0.96
Franklin Oregon Tax Free Income Fund Class C (FORIX),Muni Single State Long,3,3.90,0.72,0.95,0.96
PGIM Jennison MLP Fund-Class C (PRPCX),Energy Limited Partnership,8,32.82,0.09,0.67,0.93
PGIM Short-Term Corporate Bond Fund- Class A (PBSMX),Short-Term Bond,2,4.07,0.69,1.45,0.95
Recurrent MLP & Infrastructure Fund Class I (RMLPX),Energy Limited Partnership,8,41.48,0.07,0.86,0.95
AB Intermediate Diversified Municipal Portfolio Class A (AIDAX),Muni National Short,2,3.57,0.79,,
Aquila Tax-Free Fund For Utah Class A (UTAHX),Muni Single State Interm,3,3.01,0.93,,
Eaton Vance Floating-Rate & High Income Fund Class I (EIFHX),Bank Loan,4,8.20,0.34,0.93,0.99
Eaton Vance Global Macro Absolute Return Fund Class C (ECGMX),Nontraditional Bond,3,5.09,0.55,-5.06,0.11
JPMorgan Unconstrained Debt Fund Class A Shares (JSIAX),Nontraditional Bond,3,3.78,0.74,0.31,0.08
